,Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2023,113.3,113.3,113.3,113.3,3349.148,113.3,958.21209,4302.001,113.3,113.3,623.15,113.3,113.3,113.3,113.3,113.3,113.3,824.5974,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3,1620.77098,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3,929.06,2266,113.3,113.3,113.3,113.3,113.3,764.95628
1/3/2023,113.3,113.3,610.67567,113.3,113.3,113.3,113.3,1293.886,1033.296,113.3,600.49,113.3,113.3,113.3,727.6126,113.3,113.3,113.3,113.3,113.3,113.3,113.3,610.687,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3,626.150184,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3
1/4/2023,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,8861.04,970.92,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,1306.76904,111.6,111.6,111.6,111.6,3217.428,111.6,111.6,616.7546881,111.6,111.6,1406.16,111.6,111.6,111.6,111.6,111.6,111.6,111.6
1/5/2023,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,812.2248,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,870.48,111.6,111.6,111.6,111.6,111.6,111.6,111.6
1/6/2023,616.7016,111.6,279.9486,1408.671,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,681.69744,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6
1/7/2023,111.6,111.6,111.6,111.6,279.8928,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,876.06,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6
1/8/2023,111.6,111.6,111.6,3137.86836,2838.9924,111.6,111.6,992.124,853.74,111.6,111.6,111.6,111.6,6068.808,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,1408.671,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,703.08,111.6,111.6,111.6,111.6,111.6,111.6,111.6
1/9/2023,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,1999.78272,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,1484.28,111.6,111.6,111.6,111.6,111.6,111.6,111.6
1/10/2023,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,655.314,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,6714.4,110,110,110,110,110,1870,110,110,110,5500,110,110,110
1/11/2023,110,742.5,110,110,110,110,110,110,110,110,110,110,110,110,110,907.302,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,1925,110,110,110,742.6727,110,110,110
1/12/2023,110,110,110,2072.29,110,110,110,1081.3,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
1/13/2023,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,629.223,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,749.72841,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,552.33,108.3,108.3,108.3,108.3,108.3,108.3,108.3
1/14/2023,108.3,1799.946,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,714.78,108.3,108.3,712.614,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,583.72617,661.713,108.3,108.3,108.3,108.3,108.3,108.3,108.3,569.30061,108.3,108.3,108.3,108.3,108.3,108.3,1147.98,5956.5,108.3,108.3,108.3,108.3,108.3,108.3
1/15/2023,108.3,3282.573,108.3,108.3,108.3,108.3,108.3,108.3,108.3,693.12,736.44,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,1146.897,108.3,108.3,108.3,108.3,108.3,108.3,108.3,1091.30661,108.3,108.3,108.3,108.3,108.3,108.3,1267.11,108.3,108.3,108.3,108.3,108.3,108.3,108.3
1/16/2023,849.7218,108.3,108.3,108.3,2686.923,108.3,108.3,108.3,108.3,108.3,270.75,108.3,108.3,4010.349,108.3,108.3,660.63,108.3,108.3,108.3,108.3,108.3,108.3,108.3,1038.02301,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3
1/17/2023,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,1440.39,108.3,108.3,108.3,108.3,108.3,108.3,108.3
1/18/2023,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,833.91,962.787,108.3,108.3,108.3,108.3,108.3,108.3,108.3,695.5026,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3
1/19/2023,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3
1/20/2023,108.3,108.3,108.3,1118.96643,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,790.59,108.3,108.3,108.3,108.3,108.3,108.3,108.3
1/21/2023,108.3,108.3,108.3,108.3,108.3,108.3,108.3,987.696,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,828.66828,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3
1/22/2023,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3,108.3
1/23/2023,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,1247.22,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,2920.84,106.6,106.6,106.6,106.6,106.6,106.6,106.6
1/24/2023,106.6,106.6,1487.2299,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,836.3303,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,778.18,106.6,106.6,106.6,106.6,106.6,106.6,106.6
1/25/2023,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
1/26/2023,105,105,105,1929.1965,580.23,105,105,105,105,105,105,105,105,2671.2,105,105,105,105,105,105,105,105,105,105,565.9395,105,105,105,105,105,105,105,105,910.518,105,105,105,105,105,105,714,105,105,105,105,105,105,105
1/27/2023,105,105,105,105,105,105,105,105,105,105,105,105,105,1393.35,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,866.061,105,105,105,910.518,105,105,105,105,105,105,1029,105,105,105,105,105,105,105
1/28/2023,2186.415,105,105,1229.487,105,105,105,105,105,105,766.5,105,105,105,105,641.382,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,691.3935,105,105,105,105,105,105,1543.5,105,105,105,105,105,105,105
1/29/2023,105,910.35,105,105,105,105,105,866.25,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,552.3,105,105,105,105,105,105,105,105,105,105,105,105,105,105,2184,2100,105,105,105,105,105,105
1/30/2023,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
1/31/2023,103.3,103.3,790.41028,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,752.024,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,663.3854723,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3
2/1/2023,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,4912.82404,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3
2/2/2023,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3,103.3
2/3/2023,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,777.24,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,575.7164,101.6,101.6,101.6,101.6,101.6,101.6,609.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6
2/4/2023,3003.296,101.6,703.34632,101.6,101.6,101.6,101.6,453.136,816.864,101.6,995.68,101.6,101.6,101.6,101.6,1131.59032,101.6,101.6,101.6,101.6,101.6,3003.328512,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,817.306976,883.92,101.6,101.6,101.6,101.6,101.6,101.6,101.6
2/5/2023,101.6,4596.384,101.6,2280.54408,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,1023.79272,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,5525.008,101.6,101.6,620.6121192,101.6,101.6,101.6,101.6,838.01712,101.6,101.6,101.6,101.6,101.6,101.6,1422.4,101.6,101.6,101.6,101.6,101.6,101.6,101.6
2/6/2023,3762.0448,101.6,3157.49432,101.6,101.6,101.6,101.6,101.6,101.6,101.6,1524,926.592,101.6,101.6,1023.8232,3319.56664,101.6,101.6,101.6,101.6,101.6,3489.957968,1382.4712,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,2280.540016,2580.64,101.6,101.6,101.6,101.6,101.6,101.6,101.6
2/7/2023,1049.7312,101.6,101.6,101.6,561.4416,101.6,101.6,1453.896,2280.92,101.6,101.6,101.6,101.6,816.864,101.6,926.25672,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,227.18776,101.6,101.6,101.6,101.6,101.6,838.0212246,101.6,101.6,101.6,101.6,101.6,101.6,2063.285678,101.6,101.6,944.88,101.6,101.6,101.6,101.6,101.6,101.6,101.6
2/8/2023,1103.5792,101.6,1528.00304,101.6,101.6,101.6,101.6,1566.672,3237.992,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,1250.7468,101.6,101.6,101.6,777.4031899,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6
2/9/2023,100,100,100,1430.51,100,100,100,765,746,610,100,100,100,100,100,845.73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,658.46883,100,100,1260,100,100,100,100,100,100,100
2/10/2023,100,100,100,1621.21,1581.1,100,100,958,100,770,100,100,100,2481,100,100,100,100,100,100,100,100,100,100,1170.94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
2/11/2023,98.3,1015.439,98.3,715.4274,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,941.714,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,1337.53861,98.3,98.3,98.3,98.3,942.17601,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3
2/12/2023,98.3,1180.583,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,697.93,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,680.5309,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,647.27601,98.3,98.3,98.3,98.3,98.3,98.3,1041.98,98.3,98.3,98.3,98.3,98.3,98.3,98.3
2/13/2023,896.2011,98.3,98.3,600.45572,98.3,98.3,98.3,98.3,98.3,98.3,874.87,873.887,688.1,631.086,98.3,810.79806,98.3,98.3,98.3,98.3,98.3,715.429366,852.4576,98.3,918.88874,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,1209.09,98.3,98.3,98.3,98.3,98.3,98.3,98.3
2/14/2023,2979.3747,98.3,918.88874,98.3,98.3,98.3,98.3,919.105,3462.126,98.3,717.59,98.3,98.3,98.3,98.3,1406.19133,98.3,98.3,98.3,98.3,98.3,1593.650413,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,752.1528895,98.3,98.3,966.05308,98.3,98.3,98.3,2262.387544,98.3,600.454737,2565.63,98.3,98.3,98.3,98.3,98.3,98.3,98.3
2/15/2023,942.2055,98.3,1240.79175,98.3,98.3,98.3,98.3,1122.586,1015.439,98.3,1012.49,810.975,98.3,98.3,98.3,1304.48032,98.3,98.3,98.3,98.3,98.3,1634.039917,790.7252,98.3,98.3,98.3,98.3,98.3,98.3,790.76452,98.3,98.3,98.3,874.02462,98.3,98.3,98.3,790.7610304,98.3,98.3,2044.64,98.3,98.3,98.3,98.3,98.3,98.3,98.3
2/16/2023,810.7784,98.3,98.3,98.3,98.3,98.3,98.3,1067.538,1122.586,98.3,98.3,98.3,98.3,1515.786,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,771.2154024,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3
2/17/2023,95,95,95,95,95,95,95,95,95,2479.5,598.5,95,95,691.6,95,95,95,95,95,95,95,95,95,5058.94,95,95,95,95,95,95,95,95,95,299.9055,95,95,95,95,95,95,95,95,95,95,95,95,95,95
2/18/2023,95,95,1031.928,95,95,95,95,95,95,95,779,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,783.579,95,95,95,95,95,95,826.5,95,95,95,95,95,95,95
2/19/2023,1540.14,95,910.5465,95,95,95,95,95,657.4,95,95,95,95,95,580.26,1084.9,95,95,95,95,95,1292.63555,565.915,95,95,95,95,95,95,745.3225,95,95,95,625.5465,95,95,95,95,95,910.5465,1225.5,95,95,95,95,95,95,95
2/20/2023,95,95,595.004,95,487.065,95,95,763.8,95,95,95,95,95,708.7,95,1199.1375,95,95,95,95,95,95,95,2952.41,238.3075,95,95,95,95,95,95,551.9643165,95,95,95,95,95,95,95,95,1615,95,95,95,95,95,95,595.004
2/21/2023,5444.83,2540.3,12352.3655,1789.705,95,95,95,95,1702.4,95,2128,95,95,2477.6,5006.12,6788.434,95,95,95,95,95,5619.1493,6577.895,95,1660.2485,2808.2,95,95,95,95,95,95,95,4297.496,95,95,95,95,95,5922.1024,2812,95,95,95,95,95,95,95
2/22/2023,3103.935,95,2605.0995,95,95,95,95,3027.65,4518.2,95,779,95,95,95,1229.49,3182.5855,95,95,95,95,95,1660.24375,981.54,95,95,95,95,95,95,95,2477.906499,95,95,1358.9845,95,95,95,3103.923439,95,1978.14795,3885.5,95,95,1835.4,95,910.5468705,95,95
2/23/2023,599.1726,93.3,93.3,4327.56189,93.3,93.3,93.3,93.3,732.405,93.3,93.3,93.3,93.3,93.3,93.3,750.54252,15935.64,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,4968.225,93.3,93.3,769.5608293,93.3,93.3,988.98,93.3,93.3,93.3,93.3,93.3,93.3,93.3
2/24/2023,1177.6326,93.3,2094.23979,789.06609,93.3,93.3,93.3,872.355,1039.362,93.3,93.3,93.3,93.3,93.3,93.3,6597.30831,93.3,93.3,93.3,93.3,940.15611,1942.749513,93.3,93.3,93.3,2623.596,93.3,93.3,696.2491974,93.3,93.3,1334.668424,93.3,713.89428,93.3,93.3,93.3,93.3,93.3,93.3,5514.03,93.3,93.3,93.3,93.3,93.3,93.3,93.3
2/25/2023,1148.523,1039.362,93.3,93.3,769.5384,93.3,93.3,732.405,1301.535,93.3,93.3,93.3,93.3,1177.446,93.3,2899.54941,93.3,93.3,93.3,93.3,93.3,1403.176953,93.3,93.3,894.25251,93.3,93.3,93.3,696.2491974,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,1238.125568,93.3,93.3,2201.88,93.3,93.3,93.3,93.3,93.3,93.3,614.35251
2/26/2023,91.6,91.6,18320,91.6,91.6,91.6,91.6,1046.072,4041.392,91.6,1859.48,814.324,91.6,91.6,5140.8668,7424.61968,91.6,91.6,91.6,91.6,91.6,10499.999,6614.6192,91.6,91.6,91.6,91.6,91.6,91.6,91.6,91.6,91.6,824.4,7907.52572,91.6,91.6,91.6,1072.582469,91.6,7582.220228,10726.36,91.6,91.6,91.6,91.6,91.6,91.6,91.6
2/27/2023,2272.596,91.6,1277.9574,91.6,91.6,91.6,91.6,2272.596,5770.8,91.6,1346.52,1246.676,91.6,91.6,2161.5768,1907.35016,91.6,91.6,91.6,91.6,91.6,1246.372804,1127.596,91.6,91.6,91.6,91.6,91.6,91.6,91.6,6018.01204,91.6,91.6,1156.221,91.6,91.6,91.6,6477.098114,91.6,3565.90556,2271.68,91.6,91.6,1448.196,91.6,91.6,91.6,91.6
2/28/2023,5249.9624,3391.948,13368.8368,91.6,91.6,91.6,91.6,1215.532,4041.392,91.6,8418.04,6826.032,5862.4,3226.152,19343.7216,4776.50032,91.6,91.6,91.6,736.8304,91.6,5955.14042,15486.354,91.6,2216.3994,1277.82,91.6,91.6,91.6,91.6,1955.691107,91.6,5221.2,4677.21508,91.6,91.6,91.6,1377.610194,91.6,11182.93012,4625.8,7144.8,91.6,2919.292,91.6,2640.797149,91.6,91.6
6/15/2023,380.565,3051,2250,3647.466,676.755,45,45,390.15,420.75,45,612,501.3,1980,2447.1,786.42,693.927,45,390.24,45,45,1088.8425,410.2533,2499.165,45,2194.3845,3764.25,45,45,1265.26797,488.808,335.8114965,676.773567,945,2864.7495,45,45,45,390.22308,1010.081534,442.2429,3150,45,45,390.15,45,476.726697,45,45
6/16/2023,540.27,1035.9,786.4335,1584.9225,693.945,45,45,526.95,488.7,693,499.5,45,765,1751.85,45,891.27,45,45,45,45,676.773,960.7653,1363.905,567.99,513.9,45,45,45,2661.702345,45,45,582.406209,45,2579.148,380.7,45,45,45,582.406209,45,3051,45,45,45,45,45,643.7295,553.9725
6/17/2023,45,5323.5,2864.7495,5267.79,45,45,45,501.3,488.7,45,2497.5,826.65,2250,913.95,937.035,937.017,45,45,45,786.42,488.808,985.1148,2273.76,612.315,676.773,5493.6,45,45,45,45,380.577744,786.4312815,45,1708.5105,4998.15,45,45,442.24281,711.5124735,806.36265,3388.5,1215,45,45,380.577735,45,891.27,693.927
6/18/2023,582.39,6849.45,45,3803.958,3115.845,45,45,420.75,643.95,598.5,729,826.65,1575,3181.95,748.035,1265.2695,45,693.945,45,1116.45,597.168,1936.2663,1144.755,45,4314.8745,3460.95,45,45,2633.89482,453.4515,281.8438785,2396.342453,990,3497.4135,45,553.97079,45,288.9869085,2297.759864,643.73085,3685.5,1125,45,261.45,45,1061.929197,627.8175,1330.2135
6/19/2023,390.24,4180.95,1233.9945,1470.2805,4269.78,45,45,410.4,513.9,351,580.5,335.7,2610,6038.55,335.79,985.113,45,45,45,476.73,1584.9225,45,2396.34,45,8274.735,1985.4,45,45,5267.789595,400.113,45,3115.841769,675,2746.899,45,526.923702,45,45,5158.296486,45,3285,45,45,45,45,643.730751,847.755,3019.203
6/20/2023,660.06,1936.35,1233.9945,660.0465,2250,45,45,612.45,582.3,45,675,1265.4,1620,6849.45,806.355,1708.5105,45,45,45,567.99,45,45,2087.235,45,4094.1405,660.15,45,45,2956.446945,453.4515,45,985.1148495,540,4998.3075,45,361.9964025,45,45,1297.334844,786.43125,3019.5,45,45,45,45,361.9964025,597.168,2194.3845
6/21/2023,390.24,2578.95,676.773,1708.5105,1116.45,45,45,501.3,371.25,319.5,891,627.75,2655,3083.4,45,1796.2065,45,45,45,488.79,612.3015,431.3115,2140.155,45,2499.156,627.75,45,45,2473.045245,464.9445,45,553.97079,45,45,45,45,45,45,1061.929197,311.5206,3969,495,45,45,45,45,612.3015,806.364
6/22/2023,319.41,2746.8,826.7985,1796.2065,3115.845,45,45,553.95,442.35,630,661.5,344.25,765,3647.25,390.24,869.238,45,45,45,45,442.242,45,748.035,1507.545,1088.8425,1751.85,45,45,5212.755585,442.242,806.362542,45,45,3925.7145,45,45,45,45,45,327.5109,3649.5,585,45,45,45,45,476.7255,985.113
6/23/2023,442.26,869.4,2322.018,2322.018,1330.2,45,45,869.4,786.6,297,1201.5,567.9,2340,5051.25,660.06,1751.8095,45,45,45,45,660.0465,1061.92935,2834.82,729.54,3215.574,1203.3,45,45,390.22308,45,327.51108,568.0105875,45,45,45,45,45,431.3116755,1203.492497,660.0456,2866.5,45,45,45,45,45,442.242,45
6/24/2023,627.84,1470.15,2894.994,2194.3845,711.495,45,45,501.3,488.7,45,2605.5,3283.65,765,1203.3,1751.805,1888.407,45,45,45,570.87,410.2515,2250,2606.4,513.9,45,693.9,45,45,501.197175,45,268.0831215,45,540,12203.379,2661.75,45,45,390.22308,45,1144.73295,3150,405,45,45,2606.37777,442.24281,442.242,45
6/25/2023,847.755,3051,568.0125,17471.5515,2297.745,45,344.322,400.05,913.95,45,382.5,45,45,2140.2,335.79,693.927,45,400.095,45,45,45,729.54495,45,390.24,1088.8425,1666.35,45,311.52069,3925.714635,464.9445,660.04542,361.9964025,675,2322.018,45,476.726697,45,553.97079,353.04876,660.0456,3285,45,45,676.8,45,676.773567,45,1507.5405
6/26/2023,45,2578.95,45,748.035,2525.535,45,45,464.85,729.45,45,45,45,45,2499.3,45,540.279,45,45,45,45,729.5445,612.30105,45,711.495,2473.047,869.4,45,45,3283.830225,296.3115,45,960.765282,315,2661.7005,45,327.51108,45,476.726697,4894.417337,45,2578.5,810,45,45,45,274.8774015,476.7255,2473.047
6/27/2023,45,3764.25,2525.5395,2834.8245,2834.82,45,45,431.1,420.75,477,1935,45,2340,2322,45,1116.4365,45,45,45,453.465,643.7295,45,3249.54,45,2775.9015,2447.1,45,45,2473.045245,45,45,612.301221,45,2579.148,45,45,45,45,45,45,2524.5,360,45,45,45,45,693.927,45
6/28/2023,553.95,2140.2,2894.994,1985.337,2552.22,45,45,45,361.8,463.5,3609,2956.5,1800,3534.3,1545.75,891.27,45,45,45,985.095,1363.9275,960.7653,3844.125,45,1173.744,2396.25,45,45,1363.927275,45,45,540.2780235,1080,5158.296,45,45,45,45,540.2780235,1035.68085,3249,45,45,45,45,582.406209,1398.4965,748.035
6/29/2023,1507.545,806.4,1796.2065,806.364,960.75,45,513.9,729.45,747.9,513,1363.5,1708.65,1530,1985.4,1330.2,1116.4365,45,786.42,45,442.26,45,2087.2467,3181.995,612.315,1708.5105,45,45,410.2533,2322.01863,420.651,568.0105875,45,810,1888.407,288.9,501.197166,45,568.0105875,361.9964025,1061.92935,2578.5,45,45,676.8,353.04876,597.1666725,45,513.9
6/30/2023,488.79,3051,45,3497.4135,913.86,45,45,327.6,420.75,45,643.5,45,990,1796.4,45,45,45,45,45,45,513.9,488.8089,526.905,335.79,1088.8425,3764.25,45,45,3051.07776,45,45,45,45,1708.5105,45,45,45,45,612.301221,344.32245,963,675,45,45,45,45,627.8175,476.7255
7/1/2023,45,3019.05,1470.2805,3353.535,45,45,45,45,45,418.5,630,288.9,1800,2273.85,45,45,45,45,45,627.84,913.8555,45,1841.715,353.07,937.017,3318.3,45,45,2035.65537,45,45,45,45,2273.7555,410.4,45,45,45,568.0105875,1470.2796,45,45,45,45,335.81151,45,45,45
7/2/2023,45,3571.65,2396.3445,2775.9015,464.94,45,45,45,45,391.5,3843,1265.4,1350,711.45,1330.2,45,45,45,45,501.21,847.755,45,2322,2864.745,45,2987.55,45,45,2140.14591,45,45,1265.267984,45,937.017,431.1,45,45,45,1203.492497,711.51255,2632.5,45,45,45,420.65073,45,643.7295,45
7/3/2023,45,3388.95,501.1965,2447.208,45,45,45,45,45,747,409.5,1507.5,495,45,1116.45,766.9935,45,45,45,390.24,45,45,45,597.15,45,45,45,45,869.238675,45,431.3116755,45,45,361.998,553.95,45,45,45,45,540.2781,765,45,45,476.55,45,612.301221,45,45
7/4/2023,45,2322,45,1173.744,476.73,45,45,45,45,567,45,45,540,526.95,597.15,45,45,45,45,45,748.035,45,45,45,45,45,45,488.80881,45,464.9445,476.726697,766.992672,450,45,380.7,488.808828,45,45,45,45,45,45,45,597.15,319.415805,540.2780235,45,45
